_c0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
39729,piney brown,how about rocking with me,1950,blues,chop garlic herbs flip linguistic pimp shit leave hand right stick shift inscription pippen baggy pant dance like bivins live good floor ceiling bath marble toilet seat heat middle night cause daddy gotta early morning flight gold frame intelligent thug prescription smoke weed addiction doctor say need condition heavy lift guess need help piss suck ball time cakey pinky game time black air hangtime age fine like montrachet wine mets ring father rock leather holster thing iron meet clients work title press thousand record maui whatchu know press vinyl jamaica get paper blow vapor stitch show niggas possed tailor motor city roll elegant nigga understand grip steer wheel like young pimp steady chop blades cardier wire frame force ones clean ball fade switch whip hop outta allterrain fours grip road rain take bauer spell inglish come shop workin,138,7.627765321316799E-4,7.627765436881963E-4,7.627765814354221E-4,0.0368418809159433,0.024958447934887953,0.04774759975910074,7.62776528632563E-4,7.627765608812201E-4,0.4035974891765981,7.627765359610141E-4,0.3463950407711709,0.07933296048848829,0.051973262287397994,7.627765460253697E-4,7.627765405084189E-4,7.62776564468432E-4,0.42380591357088704,0.6612311873445631,0.9568272658908292,0.003137651821862348,0.8680956306677658,0.40438580263968193,obscene,1.0
39731,the ravens,midnight blues,1950,blues,think know songs write starcrossed sell harmonies go tune time silver time blue midnight dancers spin silver moon stone romancers answer time silver time blue instrumental flute electric slide guitar time silver time blue think know songs write time silver time blue instrumental flute electric slide guitar time silver time blue,51,0.001315789480474533,0.00131578961375924,0.0013157895171426012,0.2554846391269759,0.001315789476159386,0.0013157894755800423,0.0013157894758884536,0.11270359560906121,0.0013157896204174144,0.3366647128663339,0.04002450155557561,0.236701497373415,0.001315789684817465,0.0013157894813831724,0.0013157894886303323,0.0013157895625301752,0.604678869273259,0.6199779504140707,0.7459836807065068,0.0,0.6764220939818631,0.5064910936157365,music,1.0
39732,the ravens,gotta find my baby,1950,blues,talk mother like tell right anticipate long night damn early sleepwalkin eye look like macaulay culkin watch roll city like hawkins bitch waka flock walk wanna like deal burgundy underground poppin commercially buzz like motherfuckin worker need couple want check gotta rent life suck like raven date girl dinner home great yeah long night guarantee probably sunlight eye wide shut couple buck couple drink turn like tell right anticipate long night woah grab corona pass alright alright yeah run face party crib hella grateful minute bedroom strangers talk granger run pacers mean phase know mind vacation track chasers pack crowd lamesters kick apartment square garden watch rangers central dark somebody stalk danger come crib benz mean chesire shout look like hemsworth kickin baby nword shwoop tell right anticipate long night woah grab corona pass alright alright rapper ashin hotel sink management swear hotel stink time yellin hold minute doorbell ring coke glisten nose earring niggas tryna function nigga function weed pungent probably punch import punch actin inpugnant actin turn turn turn high burn burn burn fuck fuck remember tonight fuck bathroom frosty forget sprite tell right anticipate long night woah grab corona pass alright alright,195,0.013981869421694784,4.5766592429384687E-4,0.015973502636614595,0.15837714296962038,0.025954856815164115,4.576659135496696E-4,4.576659360639318E-4,0.03349447911630614,0.3685078458739576,4.5766594334084625E-4,0.05808449114488858,0.12523815857054169,0.01359357220538448,0.1398505397590856,4.576659203421532E-4,0.010810534926467625,0.6642478067800283,0.5489834115324461,0.9779116244092616,1.2246963562753037E-4,0.9113767518549051,0.36334347979636594,obscene,1.0
39734,the ravens,you're gonna lose your gal,1950,blues,silvertressed darlings ravenmaned delight windward get fire beat night head walk head walk head walk close warn growl cuttin struttin leatherchested head walk head walk head walk better listen distance crimson crime warpath kiss girl kiss girl kiss girl heart like diamonds story gonna lose hellbound crimson head walk head walk head walk heed wise say away head,58,0.0013157895033932394,0.4263117795359214,0.0013157895085332389,0.0013157896487928776,0.0013157894909559778,0.0013157894951538094,0.10983835852059774,0.0013157896225007145,0.001315789608588624,0.0013157895750948387,0.001315789587407161,0.0013157895458121504,0.0013157895079813488,0.13572911258705916,0.2798072348499913,0.001315789478106766,0.5905989385898408,0.5412147783503832,0.9327308561554782,0.0035222672064777324,0.6887881286067601,0.3303094150688189,violence,1.0
39735,ella fitzgerald,i've got a crush on you,1950,blues,hmmmmm crush guess crush sweetie night time sign notion fall emotion care cunning cottage share world pardon mush cause crush baby million ralish millionairs carish capture persistence wear resistance fell swell brave handsome shall know attractive heart grow active come view crush sweetie nighttime sigh notion fall emotion care cunning cottage share world pardon mush cause crush baby,58,0.11739548722309656,0.001949317796504767,0.33298087626436385,0.07652704869960439,0.0019493177532362229,0.0019493177522468522,0.0019493179686808579,0.13772713844648432,0.0019493178024124896,0.001949317771734308,0.001949317882451181,0.001949317893168899,0.04867268577343082,0.0019493178769491098,0.2613556320813379,0.001949317743547606,0.3252463987869599,0.5548803938158602,0.9899598292769372,0.0,0.2508244023083265,0.09596776195612915,world/life,1.0
39736,ella fitzgerald,but not for me,1950,blues,write songs star lead cloud graay russian play coud garauntee fool fall hiho alas lack dismiss memory kiss guess,19,0.00438596491228116,0.00438596506242245,0.004385965094094933,0.004385964912392414,0.00438596491228116,0.00438596491228116,0.0981423786181913,0.004385965317374363,0.0043859650333417455,0.2646239762024374,0.004385965019727801,0.22406644247043764,0.00438596491228116,0.0043859649784312015,0.347377727976906,0.00438596491228116,0.3772338351565038,0.5468553700997358,0.9899598292769372,1.2449392712550608E-5,0.24670239076669417,0.10607818782728749,sadness,1.0
39740,ella fitzgerald,soon,1950,blues,soon lonely nights end soon hearts blend happiness wait fat soon little cottage safe care world tune come soon soon soon soon dear lonely soon live care time place climate soon little ship sail home fail world tune come soon bridge soon little ship sail home fail world tune come soon,51,0.0010964912960998003,0.0010964912639173923,0.30244082878540585,0.0010964913154446912,0.001096491228431804,0.06792291893265366,0.0010964912955954136,0.0010964912702778715,0.0010964912394860922,0.4958249821789521,0.0010964912503317436,0.0010964912991987873,0.0010964912614507048,0.0010964912354216143,0.0010964913359712387,0.001096491228304165,0.4595472760749486,0.5806220034356331,0.9929718804938561,0.0,0.3054410552349547,0.08235372315932188,music,1.0
39743,josh white,call me darling,1951,blues,know right know hear head childs hear loud right talk muthafucka hear fucker swoll muthafucka shell deflate know know fuck young toucan smell nigga cowards force hand real shoot make band steelo grand deal niggas baker bomb crack lick round like taliban mark vans think reign forever spoil plan hard muthafucka leave stand gatling island slaughterhouses bout get cream bitch slug crutches exclusive white mustard flow leave fluster gargle lungs staple note little tongue broadway landmark childs landmark broad daylight dark step close play like catch rib play like baby mother movies play like shit game nigga play play fucker nigga nigga turn fuck muthafucka btown nigga slaughterhouses killa blood,110,0.019908557449817992,0.13553557520466206,8.097166242327774E-4,8.097166356927282E-4,8.09716605791182E-4,0.019195463506981533,8.097166265662723E-4,8.097166718429279E-4,0.7140643310648928,0.0649627062858331,8.097166403187708E-4,8.097166502198078E-4,0.02026367414929436,8.097166469662407E-4,8.097166463658581E-4,8.097166095243885E-4,0.5299469294920395,0.3688690613542548,0.9819276926984867,0.9321862348178137,0.32399010717230003,0.05602657460373135,obscene,0.9857142857142858
39749,louis prima,the bigger the figure (with keely smith),1951,blues,night night weak break chain bind need shackle remind prisoner command stand master fate escape late prisoner good care share free dream awake sleep ummm knees creep yeahyeah soul keep mjust prisonerof,32,0.002288329552190789,0.13542804267441408,0.00228832972027508,0.1859747793609932,0.002288330247606638,0.002288329557151692,0.0022883296588080662,0.002288329665565297,0.0022883295628027037,0.0022883295522584087,0.002288329570734198,0.002288329627134864,0.1310230780148315,0.002288329539084538,0.46975692638885486,0.045780558442292195,0.6642478067800283,0.764966797425839,0.7008029124527234,1.1639676113360323E-6,0.9773289365210223,0.7947883857834198,sadness,0.9857142857142858
39750,louis prima,one mint julep,1951,blues,early mornin walkin woman start talkin go tavern nip mint julep mint julep cause remember start know part steal kiss mean mint julep cause light burn tavern swingin door jump father say kiss daughter right face slaughter know doin face ruin mint julep mint julep mint julep mint julep mint julep cause listen want bore trouble thinkin double roses maybe maybe tulips trouble buy juleps remember start know part mint julep mint julep mint julep mint julep mint julep mint julep cause,82,0.0012836970699754223,0.0012836971169830434,0.0012836971599801273,0.0012836970999511087,0.0012836970600855217,0.0012836971451666143,0.0866568620795592,0.3811176515220862,0.3548565055962082,0.001283697095874161,0.0012836971417990923,0.057209165903450404,0.0718844328502175,0.0012836970894898338,0.0012836971505088334,0.0315873194874582,0.4952886385790102,0.7154321462451606,0.7720881245864706,0.0,0.6784830997526793,0.5375230938143414,obscene,0.9857142857142858
