_c0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
63234,prince buster,just you,1963,reggae,moments warmth devour kick hours miss bellefleur wanna cuddle mistake toddler gotta puddle separate worlds create vivid parallax different habitats circle round like labrat opposites attract mudcakes porcelain plat natural intimacy watch knees shake bust bust repeat bake baby need patiently adventurous place dangerous instantly favourite endless bucketlists hella spot skate tick vacation sweeter fragrance acquire knowledge baby teacher dnms bleacher nature feature learn cover go treat goals college know keeper refrain moments warmth devour kick hours miss bellefleur outro bellefleur live bellefleur live,84,0.12555535958471536,0.0016447369921670713,0.25493311058336815,0.0016447369142020163,0.0016447370019475355,0.0016447368994588984,0.001644736879551278,0.0016447369367703951,0.47842954737334936,0.0016447368914041314,0.0016447369552703422,0.001644736957759411,0.0016447371011983575,0.0016447369448251436,0.0016447369312574903,0.08991697816158326,0.6924076681468645,0.6739225187806066,0.027609465471350875,0.6568825910931174,0.6826051112943115,0.5825695457155419,obscene,0.8142857142857143
63239,prince buster,they got to come,1963,reggae,pick lick bounce right hard dead hard dead pick lick bounce right hard dead hard dead life ninetynine life cause pick lick bounce right hard dead hard dead boil chocolate fry fish catch quart say wait night come time hear dead dead black eye head dead procession lead cemetery howl bury pick lick bounce right hard dead hard dead hard dead instrumental interlude boil chocolate fry fish catch quart say wait night come time hear dead dead black eye head head goin cemetery holla howl bury drop hard dead hard dead pick lick bounce right hard dead hard dead pick lick bounce right hard dead hard dead hard dead,109,6.497726051102548E-4,0.5432239739908086,6.497726296090249E-4,0.15227078828734594,6.497725878885448E-4,0.20012349204824117,6.497725833586696E-4,6.49772605131196E-4,6.497726067265149E-4,6.497725968770801E-4,0.09463515670124886,6.49772594583058E-4,6.497725809522268E-4,6.49772586877013E-4,6.497725945234928E-4,6.497725803435746E-4,0.8451207624824002,0.7093556905879035,0.6495980417651023,0.004989878542510121,0.9216817807089859,0.6156036104430889,violence,0.8142857142857143
63240,owen gray,next door neighbour,1964,reggae,tightrope fall time look graceful dance life know outcome wire suffer settle look perfect reign silent days display shame hurt stand suffer settle suffer settle suffer settle place mantle shower praise feel important dig grave suck lemons laugh stage suffer settle suffer settle suffer settle suffer settle hate settle backseat brother tryin undercover tell change ways cheerleader deceit practise leave amaze mean phrase door neighbor girl favor phase work friends go past end think work friends go past end think work friends go past end think work friends go past end think hate,93,8.628127780592891E-4,0.04239470281866009,0.37531194740590795,8.628127873088835E-4,8.628127698716449E-4,0.08226313829019445,8.628127713500644E-4,0.3622649125321168,8.628128126700839E-4,8.628127783168654E-4,8.628128261816939E-4,0.030378360438257937,8.628127744494294E-4,0.030348929887327042,8.628129071684788E-4,0.06668425506940927,0.71515217155854,0.6540778914442478,0.3162643737594114,0.0,0.9525968672712283,0.542528255136697,world/life,0.8
63242,bob marley & the wailers,simmer down,1964,reggae,truth truth help blackwell nassau bahamas drink blood fowl glass studio compass point help truth invite jamaica open studio go event eye seriously say truth long live offer fresh fowl blood say stud drink blood solid root truth fear gear drink blood blackwell vampire speak truth electric lawyer vampire speak truth electric wire secretary witch claim high priestess believe cult voodoo obeah tell truth international news jews international news blue blackwell vampire suck blood sufferer kill away royalty kill penalize wailers blackwell vampire suck blood sufferer vampire suck blood sufferer blackwell kill away royalty speak truth work mafias blackwell nassau drink blood chicken glass heart offer drink say deal schism clean root clean truth clean youth drink blood blackwell come jamaica want sign artists want control jamaican music black music promote white artists jahovia rastafari work jerk simmer lickin cool temper blackwell cool heart walk step judgment babylon judgment babylon human right declaration land universally earth wind earth wind blackwell vampire suck blood sufferer columbus blackwell vampire suck blood sufferer give cancer couldn youngster,174,6.119951167627566E-4,0.5754825985193364,0.008321931806676768,6.119951551921578E-4,6.119951111607853E-4,0.03644355419454413,6.119951141443935E-4,6.119951537963614E-4,6.119951269567271E-4,0.05138669644228601,0.23183049588533353,6.119951345236236E-4,6.119951541826269E-4,6.119951120908967E-4,0.062386831698444604,6.119951236564184E-4,0.7758041806563415,0.7340204599646181,0.14859352268425974,0.04574898785425101,0.9866034624896949,0.6706603849890006,violence,0.8
63244,prince buster,i got a pain,1964,reggae,okay change direction flex message yeah message fuck squad respect drive real slow lose direction baby grab fuck wheel dance magic pill yeah shit matter shit matter shit matter shit matter shit matter shit matter stash hundreds safe shrimp tempor plate rappers bitch complain shit matter stay board plane shit matter bitch wetter pool everybody cool smartest shit woah spark booth chunk deuce room dude prove niggas hatin cause pocket kind clout partner envy chip matter sorry young niggas fame cocky peanut butter fuckin immigrant heaven send girl safari niggas rockin preme rockin pucci niggas team army sign deal roster touch trilli eat partner yeah mix henny panties take bring say take bitch safari party leave nigga feel like safaree brain hunger pain go plate niggas hesitate share crumb shit matter shit matter shit matter shit matter shit matter shit matter okay change direction flex message yeah message fuck squad respect drive real slow lose direction baby grab fuck wheel dance magic pill yeah,164,0.02329751338247268,5.060728923330975E-4,0.07701866548522833,5.06072890500329E-4,0.055715057512810647,5.060728780348489E-4,5.060728951614857E-4,0.08990039985104693,0.6338934036700729,5.060728872178259E-4,0.06171745084388792,0.03629742560747329,5.060729273974973E-4,0.01659328167593876,5.060729139563618E-4,5.06072950290936E-4,0.8147947579334995,0.5986975360869676,0.5672686418359858,0.04564777327935223,0.9670239076669415,0.5225076098472745,obscene,0.8
63245,eric morris,sammy dead,1964,reggae,plant piece corn gully kill poor dead dead dead dead dead dead anuh thief theif kill anuh thief theif kill grudgeful grudgeful kill grudgeful grudgeful kill plant piece corn gully kill poor dead dead dead dead dead dead anuh thief theif kill anuh thief theif kill grudgeful grudgeful kill grudgeful grudgeful kill,52,0.0019493177387915285,0.9649122767350444,0.0019493177416500663,0.0019493177387915285,0.0019493177501479276,0.0019493215216825276,0.0019493177387915285,0.0019493177387915285,0.0019493177508159887,0.0019493177387915285,0.0019493177466524429,0.0019493177387915285,0.0019493178523601563,0.0019493177387915285,0.0019493177749395807,0.0019493177387915285,0.8451207624824002,0.7942722354690664,0.598393171077481,2.955465587044534E-5,0.9793899422918384,0.8108049020149578,violence,0.8
63247,prince buster,lucky 7,1964,reggae,order notice favorite greatest purely base taste bada knight late knight special atlonglastaap logic incredible true story pusha push darkest prelude pimp butterfly underachievers evermore duality read late neighbor songs staple summertime dizzy grow process miller good junglepussy pregnant success statik selektah game documentary dark paradise bodega bamz sidewalk exec denzel curry zelplanet shrooms killah priest planet gods raury need days skizzy mar balloon project befor time honorary mention raekwon international luxurious,72,0.002923976669913742,0.24608275052942588,0.3572339792643475,0.15441238690747433,0.002923977384145953,0.0029239766312622126,0.002923976853414561,0.0029239768085826397,0.002923976891721978,0.14166824199343528,0.0029239766937473304,0.002923976811235531,0.0029239766189020533,0.0029239770700509263,0.002923976737648535,0.059666966010259385,0.9187696306725875,0.860446632310335,0.6977908612358045,0.23684210526315788,0.9670239076669415,0.7947883857834198,world/life,0.8
63249,don drummond,coolie boy,1965,reggae,getit ifyall bitch want dont care thats woman basic bitch leavin comment feelin like green feelin like pimp somethin puttin hole corner pimpin somethin bedda cool game jack jumpin pharrell thang scenes frontin yayo pumpin piston guard talkin imma drummond jews droppin wrist second hitler comin think somethin imma need couple stention cord pluggin breakfast shell couple dozen scoop bitch like eazy rider cube like easy story action figgaz nigga buzzin bakin dont oven treat somethin like kegger tell chuggin spyder bitch pasenger neva buggin download lyft uber inta fuckin eye thuggin thats cuffin nothin tuff talkin pokerface know bluffin ridin hood tell huff puffin embombin fludin look like stuff temptation ruffin fake blowin kiss huggin migos pressin buddens prolly lean robotiussin ahhh shoutout cousins feel like bumblebee buzzin fuck date treat like nothin snap shit mite public rappin chick deal bitch studdin cent buck banksgots thems unit money move care maneuver ride like people movers niggas bout shit nigga manure treat like roblox bring block set roadblocks dont stop oven stave ohhhhhh treat like roblox block dont wanna slide slide wanna nigga bless nigga choo choo roblox lamborghini ride,190,6.57894751184748E-4,6.578948443893229E-4,6.578947544322011E-4,6.578947430956339E-4,6.578947648532253E-4,6.578947545998179E-4,0.024168332497740214,0.045150105204398834,0.685986763645792,6.578947466770753E-4,0.02834272417221375,6.578947576667441E-4,6.578947727185363E-4,0.15924899890609392,6.578947469345456E-4,6.578947735071805E-4,0.7508935340626016,0.7056636668974181,0.22188676896261944,0.6690283400809716,0.8866446826051113,0.6696593527245295,obscene,0.7857142857142857
63255,the ethiopians,long time now,1966,reggae,long long time mind girl long long time goodnight long long time hold tight girl long long time come home somebody know break heart say long long time mind girl long long time nice time girl long time face face girl long time hold round waist girl long time long time long time long time somebody know break heart say long long time mind girl long long time nice time girl long time face face girl long time hold round waist girl long time nice time girl long time whoa whoa,91,5.913660962435093E-4,5.91366071575836E-4,5.913660656689789E-4,0.5848043875721369,0.024629004951232773,5.913660707304921E-4,0.044133298430080375,5.913660866501943E-4,5.913660662147788E-4,5.913661078770939E-4,0.06009601873559181,5.913660649092731E-4,5.913660582318856E-4,0.2031594947570193,0.05264646849717114,0.02343493420060971,0.71515217155854,0.5578801630643796,0.7439756465618942,1.4170040485829959E-6,0.8979802143446002,0.25623302749795585,night/time,0.7714285714285715
63257,the ethiopians,engine 54,1966,reggae,beep beeeepshh beep beeeepshh engine fiftyfour engine fiftyfour engine fiftyfour engine fiftyfour beep beeeepshh beep beeeepshh leave leave spanish walk montego walk montego say people countryside rely engine fiftyfour engine engine fiftyfour beep beeeepshh beep beeeepshh leave portland portland engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour engine engine fiftyfour,69,0.006578947542123205,0.006578947468809438,0.0065789474239785995,0.006578947437859106,0.006578947448097693,0.006578947541689254,0.006578947432642396,0.0065789479941960344,0.006578947431781923,0.0065789474483702705,0.15446764752581574,0.006578947402380718,0.13369161550382994,0.0065789474214303836,0.6065775774970156,0.006578947369901229,0.8472869056644646,0.6490013588698305,0.4176700980623475,5.981781376518219E-4,0.6949711459192084,0.3843651573502595,sadness,0.7714285714285715
