artist_name,track_name,release_date,genre,value
gene ammons,it's the talk of the town,1950,jazz,lovers sweethearts hard understand know happen know start strangers plan face anyplace people stop stare hard everybody know leave talk time meet heart skip beat stop speak week everybody know leave talk send invitations friends relations announce weddin friends relations give congratulations face sweetheart stay apart foolish pride like end talk face sweetheart stay apart foolish pride like end talk talk
gene ammons,you go to my head,1950,jazz,head linger like haunt refrain spin round brain like bubble glass champagne head like sparkle burgundy brew mention like kicker julep thrill think think plea cast spell hold head smile make temperature rise like summer thousand july intoxicate soul eye certain heart hasn ghost crazy romance head head
bud powell,yesterdays,1950,jazz,music speak start hear musicians like dizzy gillespie recommend somebody music study hungrier hungrier sound electronic instrument keyboard instrument electronic pianos particularly like fender roads electric piano electric clavinet like electric clavicord string little rubber hammer string press like think sort guitar like clavinet sound wahwah thing go kinds things signal source alter sound wahwah peddle wahwah sound clavinet keyboard instrument truly keyboard instrument small synthesizer universe sound representative trillion sound grind zero preconceive ideas go play rhythmically melodically harmonically know go emerge moment moment real leader kind music focus shift music come right center room vehicles direction begin somepoint emerge explosion kind walk jazz time like
tony bennett,stranger in paradise,1950,jazz,hand stranger paradise lose wonderland stranger paradise stand starry eye danger paradise mortals stand like face ascend common place rarest space hang suspend know care answer fervent prayer stranger paradise send dark despair hunger open arm stranger paradise tell need stranger
dean martin,zing-a zing-a zing boom,1950,jazz,zinga zinga zinga zinga zinga zinga zinga zingboom zinga zinga zinga zinga zing boom funny keep sing zinga zinga zinga zinga zing boom memory keep ring zinga zinga zinga zinga zing boom work charm hearts cling start dance ticket romance music play dancers sway cabellero feel cupid arrow dance true heart zinga zinga boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga zinga zinga zing boom music play dancers sway zinga zinga boom cabellero feel cupid arrow zinga zinga boom dance true zinga zinga boom heart zinga zinga boom zinga zinga boom zinga zinga zinga zinga zing boom zinga zinga zinga zinga zing boom escape music get zinga zinga zinga zinga zing boom forget let zinga zinga zinga zinga zing boom worry upset thing away blue zinga zinga boom zinga zinga boom zinga zingaboom zinga zinga boom boom
dean martin,be honest with me,1950,jazz,honest dear remember dear true wander land honest poor heart break dear untrue asleep awake dear dream darling honest return dear kinda yearn dear forget dear sweet memory honest
dean martin,three wishes,1950,jazz,wish simple wish wish wish days gladness sweet true second wish dream house cozy fireside wish wish wish days gladness sweet true second wish dream house cozy fireside wish
dean martin,just for fun,1950,jazz,softly sigh close maybe agree hand magic land seek constantly tingle tingle mingle pretend begin play stay try tingle tingle mingle pretend begin play stay try
dean martin,absence makes the heart grow fonder (for somebody else),1950,jazz,leave know grieve remember absence make heart grow fonder somebody dearly sincerely remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody away mice play blue away fretful forgetful remember absence make heart grow fonder somebody somebody
dean martin,"vieni su (say you love me, too)",1950,jazz,vieni vieni vieni come years long wait vieni vieni long wait vieni vieni
dean martin,the money song,1950,jazz,need need shame funny funny funny money need stick like glue funny funny funny money confess money happiness poor doubt miserable spend wiser save miser want cuckoo funny funny funny money money shut sing sing like like want sing sing sure right need badly folks gladly need nut funny funny funny money frighten internal revenoooooooo funny funny funny money bird sing eat wind wing ideal live folks affirm suppose woman thing germs sanitary thank funny funny funny money mumble jumble need need need need want shame funny funny funny money need need stick like glue funny funny funny money money money funny funny funny
dean martin,i don't care if the sun don't shine,1950,jazz,label vitamin like vitamin alright like vitamin vitamin doggone care shine lovin even time baby go go meet baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby kiss kiss kiss kiss time kiss time like keep score care shine lovin even time baby
erroll garner,i don't know why (i just do),1950,jazz,weep maverick nigga inadequate girl spend money teach better bitch woman excuse mouth foul lately champion live life toast good fuck negative guess competitive life true lesson damn bunch fake solitary spend time perish expect leverage believe evolution heaven fall catch lord open grate right sale soul bruh quickest situation change wrong route children today guidance leave supper fee knowledge ways want see niggas gossip body success appreciate iching real shit real discussion want resurrection judgment funny niggas change little money work know bless lord guide devil yeah scream need help flesh paris mind right fuck money soul hoe good swear haters want plot dare early worm catch grow shit nigga adolescence stand tall game jermone bettis basic kill shit need medic niggas want high jumpers knee feel like hundreds count grow pedestal capture moment go yeah typical fuck niggas cause mission bigger hurt know ones dirt ball shuttleworth take nigga drop come bench starter hood niggas play key erroll garner
george shearing,i'll remember april,1950,jazz,shear quintet lovely lengthen even sigh goodbye walk remember content love lips warm spring afraid autumn sorrow remember dwindle glow ash flame live little forget lonely remember smile
doris day,here in my arms,1950,jazz,arm adorable deplorable lips kissable permissible share heart lonely hold arm adorable deplorable arm adorable kissable permissible share heart lonely hold arm adorable adorable deplorable
vic damone,an affair to remember,1950,jazz,affair wondrous thing rejoice remember bear embrace tear time space affair flame burn eternity hand fervent prayer live share affair remember hand fervent prayer live share affair remember
george shearing,conception,1950,jazz,drink miserable miracle sink belly cherryfalls bouncin wall live dead night constant fight socialite tide darken room look gloom leave soon scar find scar grow know mean burst seam souled fuel ears leave fear know live fast smoke joke unrestrained come gonna feel pain piss drain week tire campaign interchangeable see see like trouble trouble free scar find scar grow know mean burst seam souled fuel ears leave fear know live fast scar find scar grow know mean burst seam souled fuel ears leave fear know live fast
george shearing,september in the rain,1950,jazz,leave come tumble remember september rain go like die september rain word hear whisper raindrops play sweet refrain spring september september rain word hear whisper raindrops play sweet refrain spring september september rain september bring pain september rain
george shearing,pick yourself up,1950,jazz,pick deep breath dust start impossible chin grind pick dust start lose confidence slip grateful pleasant pick dust start work like soul inspire battle sick tire remember famous fall rise pick dust start work like soul inspire till battle sick tire remember famous fall rise deep breath pick dust start
doris day,oh me! oh my! oh you!,1950,jazz,care forever end world splendid care dear true lips eye blue handsome sweet simply lift feet
doris day,i know that you know,1950,jazz,know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight know know choose lose wish know long hold arm time time twill soon goodbye time starlight hold tight little kiss nightynight
dean martin,muskrat ramble,1950,jazz,look shuffle shuffle ramble scramble head hustle bustle buzz happily wait station look train number sevenonine huff puff arrive time think arrive band dixieland gonna play muskrat ramble tune hear play ready parade come join throng feel beat ramble scramble muskrat song come ramble look shuffle shuffle look band parade look happiness go everybody celebrate look drummer entertain gang cling clang bang change dead alive band dixieland gonna hear play dixieland better reservation plan person night stand come folks come join throng feel beat shuffle scuffle muskrat song come ramble
dean martin,that certain party,1950,jazz,naughty eye naughty eye certain certain party know mean certain party naughty eye turn nose cheek pretty clothe smarty love ways sure love ways certain party remember time vaudeville sure joke like stand head high better sing know know certain certain party forget forget certain party know forget smarty certain party babble hold hold sing shorthand speed better babble wiener schnitzel certain certain party babble hasenpfeffer certain party know forget smarty certain party certain party certain party
dizzy gillespie,"love me, pretty baby",1951,jazz,bring pretty roses bottle wine table ready baby dine buy candle stick candlelight glow write little note tell wish know baby hasn come quarter blue bluest blue bluest bluest blue blue blue bluest blue blue have date come minutes late greet kiss sigh sweet kiss goodbye wonder tire imagination have spree blue bluest blue bluest bluest blue blue blue bluest blue blue leak drip sink suddenly radio go blink fall apart rain rain heart like loon watch moon sit hop wait baby come soon
gerry mulligan,mulligan's too,1951,jazz,come bout quarter bring bring bring brothers bring sing song like jeru lovely people road sing song jeruvian mode pref rence rence write song like jeru kind tell write extend bridge romance haunt reverie come bout quarter come early late invite delight sing little song like jeru gather tale tell maybe maybe listen friend blowin away doin alright plain workin night listen movin coverin grind singin song lovin sound listen blow bird feather playin blue rhythm moment come warn cool tell story payin dues assist unexpected borning twas birth cool tell try tell listen come york reverie come bout quarter forget versify better start try write song jeru
dean martin,i ran all the way home,1951,jazz,home tell sorry mean mean home hold arm dear want near cause moment close door hear know act blindly couldn good home hold arm dear want near cause moment close door hear know act blindly couldn good home forgive want
doris day,christmas story,1951,jazz,come little children come christmas tree windows christmas snow mistletoe christmas hear church bell ring hear choir sing silent night float holy night bring peace heart message come peace earth christmas christmas tree windows christmas snow mistletoe heart message come peace earth christmas christmas
doris day,you're getting to be a habit with me,1951,jazz,kiss like drug get habit stay arm addict charm get habit think leave couldn supply need break away everyday regularly coffee clutch break free get habit
bing crosby,santa claus is comin' to town,1951,jazz,better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin better watch better better pout tell santa comin make list check twice gonna naughty nice santa comin see sleep know awake know good good goodness sake better watch better better pout tell santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin santa comin
dean martin,sailors' polka,1951,jazz,come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue band start aplaying fleet come sail hooraying good time begin gobs gobs miss wait shore gobs gobs kiss gobs long drop anchor hear music start pretty girl hanker sailor heart yeah band start aplaying dance begin fleet come sail come play sailors polka navy blue girls polka sailor try true music moonlight navy know come play sailors polka navy blue
ray noble,love is the sweetest thing,1951,jazz,sweetest thing music sweetest thing earth bring happiness rything story strangest thing song bird wing shall hearts sweetly sing story heart desire fate send tale tire song greatest thing oldest latest thing fate bring story
stan kenton,yesterdays,1951,jazz,arm away arm thrill carres yesterday hungry heart hour gladness know past moment madness hold fast blind charm stardust arm goodbye
dean martin,solitaire,1951,jazz,go spend lonely night deal card leave right queen hearts remind play solitaire game mean heart lose shuffle play solitaire romance element gamble lose play play game rule fool joker laugh play hand carelessly want share feel deal time away solitaire want share feel deal time away solitaire
doris day,moonlight bay,1951,jazz,sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart sing sweet song moonlight sail moonlight hear voice ring steal heart steal heart sing sweet song moonlight sail moonlight moonlight
dean martin,if,1951,jazz,slave slave rule night star moon bright turn life world bow humbly plead friends crowd turn need rule earth life hadn right world bow humbly plead friends crowd turn need rule earth life hadn right
thelonious monk,monk's mood,1951,jazz,blue blue till mood indigo feelin go stealin shoe sigh long blue mood indigo baby say goodbye evenin light lonely cause care poor fool bluer blue mood indigo blue blue till mood indigo feelin go stealin shoe sigh long blue
the andrews sisters,winter wonderland,1951,jazz,sleigh bell ring listen snow glisten beautiful sight tonight walk winter wonderland go away bluebird stay sing song walk winter wonderland meadow build snowman pretend parson marry later conspire dream face unafraid plan walk winter wonderland meadow build snowman pretend circus clown lot mister snowman kid knock snow thrill nose get chill frolic play eskimo walk winter wonderland walk winter wonderland walk winter wonderland
dizzy gillespie,school days,1951,jazz,hook wish wish days younger dont know summmer everybody lookin wrong game think turn game illest fuckin ghost demons fight close clean look write shit game messy dont text beat swing young dizzy gillespie write best hat rest high school wouldn dont know like thing contemplate dream young givin thats rhyme young blowin damn time sittin thinkin choices makin everybody swag high expectations self esstem couple match shirt walk city streets beat kickin dirt positive mind place change live inside hook wish wish days younger dont know summmer everybody lookin wrong rapper game gotta talk niro pay fuckin hero tell skinny look mirror talk real shit munchin cereal forth time ryhmes young schizophrenic shit forget couple bitch dont text stick friend zone blame dead zone twist like illiterate rappers shit bump sittin traffic modern flesh steady bottlin stress bass hit chest fall kill bullshit remember bullshit stutter track tell girl grab rubber summer hook wish wish days younger dont know summmer everybody lookin wrong
dean martin,i'll always love you (day after day),1951,jazz,dear nearness treasure dear kiss wine wonder heart madly madly beat beat repeat wonder heart madly madly beat beat repeat
duke ellington,solitude,1951,jazz,solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send alternative lyric solitude haunt reveries days go solitude taunt memories chair fill despair gloom rywhere stare know soon solitude pray dear lord send
dean martin,i'm in love with you,1951,jazz,maybe right maybe wrong maybe weak maybe strong maybe maybe lose maybe cry blue know glance terrible chance take fine start leave heart break maybe live life regret maybe know glance terrible terrible chance take fine start leave heart break maybe live life regret maybe
dean martin,rock-a-bye your baby with a dixie melody,1951,jazz,baby croon croon tune heart hang cradle mammy right masoned dixen line swing tennessee weep lady sing song sing black knees million baby kiss deliver play swanee river baby weep lady sing song sing black knees million baby kiss deliver play swanee river baby
doris day,love ya,1951,jazz,somebody somebody somebody somebody handsome face feet tall picture wall baby kiss wouldn mind somebody somebody somebody somebody know act oughta know wouldn dream hurtin pass cause know somebody somebody somebody somebody strong wouldja like feel muscle brdoris bold brbuddy lose tussle brdoris moment away brbuddy tcha brdoris want today brbuddy brdoris brbuddy happen brdoris possibility brbuddy tcha tell brdoris somebody brbuddy tell true brdoris brbuddy brdoris somebody brbuddy brdoris brbuddy maybe brdoris somebody brbuddy brboth somebody brbuddy confess brdoris tcha guess brboth tell tell brdoris promise breathe word brbuddy absurd brdoris strictly entrenous brbuddy brdoris brbuddy confidentially brdoris brboth confidentially brdoris somebody brbuddy news brdoris somebody brbuddy feel brdoris somebody brbuddy true brboth somebody
doris day,till we meet again,1951,jazz,smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet goodbye mean birth tear drop hello mean birth smile smile erase tear blight meet awhile smile kiss adieu cloud roll come sky blue lover dearie wed bell ring tear memory pray night till meet
ahmad jamal,something to remember you by,1951,jazz,split flow scorch likelike thousand fist lord guanyin raise thousand arm watch thousands multiply preacher preach ask hear say right bump plenty time try gamble life play odds shit favor rude bwoy jamaica shotta haters dummy act little funny menace mamma look little humble little cunning little soup pumpkin wanna wanna appreciation rraising key push start push button work play like wasn maybe ways archaic sith republic better republican delegate state like finish start beginnings start forward play like arsenal soul shit deadly know behead like pole foresee similar genius flow ahead different echelon different pedigree tell remember
benny carter,but not for me,1951,jazz,know know ease drug want daughter want album wait fake rappers try bite style cause hungry hell fee rappers fee beat verse hook world shake prime go best rapper alive start wheezy baby change time game real show rappers record label struggle knock hustle take label disrespect simmons money like givens check blueprint come live hard knock life reasonable doubt ride outcome volume life black album cause year stiff hearst cause good young gift curse little things throw dynasty kingdom come respect gonna hova know minute number play music party people hear music reach damn tell friends flow friend friend friend label dope say spit sick rhyme cold need probably strep throat know listen time speak cause jewel gleam speak true mean know drink lean smoke joint blaze anticipate destroy game pump steroids proud represent brigade yeah forget tell bring pardon little hazy catch moment little crazy vision blur little clearer rap mirror say great say take time ask cause long await finally take place instead kelkay
dean martin,"wham! bam! thank you, ma'am!",1951,jazz,wham thank satisfy know smile flip go plum wild know cause wham break heart wham thank satisfy take heart apart hurt deep inside fool crush pride wham thank satisfy look think know game play shirt tail right like window shade cross heart start cause wham break heart wham thank satisfy take heart apart hurt deep inside fool crush pride wham thank satisfy mess things guess recognize young thing try lovelight light speak flame cause meet light right wham thank satisfy take heart apart hurt deep inside fool crush pride wham thank satisfy
dean martin,beside you,1951,jazz,thrill wait lips spin touch lips dance sigh winter forever warm feel dream crime want time sigh winter forever warm feel dream crime want time want time
miles davis,indian summer,1951,jazz,feel hate hate feel closest flame closer blade yeah poison crazy lush build hand lift servants formulaic ways scream daisies away time today mind need help mind mind mind limbo limbo know fear indian summer sign life away greedy away mind need help mind mind mind mind need help mind mind mind mind mind mind mind mind mind mind
doris day,april in paris,1952,jazz,paris chestnuts blossom holiday table tree paris feel reprieve know charm spring face face know heart sing miss warm embrace paris heart know charm spring face face know heart sing miss warm embrace paris heart
