_c0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
23005,dolly parton,the only way out (is to walk over me),1968,country,walk go leave tell believe floor door knees cause walk hear feel know prove crawl feet look grind footprints cause walk ought leave pride know cause help walk walk,29,0.0018796992841382664,0.2004670914825573,0.0018796993139600063,0.0018796992703785727,0.001879699266893472,0.0018796993756511969,0.0018796992555005518,0.3487947361864153,0.001879699305124938,0.0018796993158543814,0.0018796993883402593,0.0018796993098766789,0.0018796992552010056,0.001879699348851133,0.38108706032266704,0.04145562249604582,0.5104516408534604,0.6516678204240699,0.6736944515004534,0.0,0.27040395713108,0.29727535034127184,sadness,0.7428571428571429
23009,willie nelson,san antonio,1968,country,walk come morning walk go night curse walk away love ones friends know intent leave home fall world feel lure place unknown hill home admit home home hear plan fate turn want know mean roam curse walk away return stay,40,0.0015948964409455097,0.001594896396150363,0.1242891531924072,0.001594896685270465,0.0015948963356515276,0.0015948963454985696,0.047311437102111796,0.1071767276944853,0.0015948963763190017,0.24997195517761442,0.0015948964408307625,0.0015948965167758788,0.0015948964394234197,0.0015948963605470988,0.36227432725513503,0.06126453176609353,0.5949312249539696,0.6766146193882521,0.6797185539342913,7.4392712550607285E-6,0.5877988458367682,0.4153971575488643,sadness,0.7428571428571429
23010,dolly parton,try being lonely,1968,country,suppose want want imagine body mind soul break walk floor night shed tear conceal lonely know feel hurt funny face smile look pass hurry corner wouldn suppose want want imagine body mind soul break walk floor night shed tear conceal lonely know feel lonely know feel,46,0.0013157894929659323,0.0013157895373913525,0.0013157895049498564,0.10174692017378216,0.0013157894761340798,0.001315789480833807,0.0013157894900601692,0.17864696088966095,0.001315789529000407,0.0013157894879043989,0.0013157895996765746,0.0013157895460490059,0.0013157894818478688,0.0013157895664225015,0.5219694118285712,0.001315789654433357,0.45629806130185213,0.675742891572443,0.561244539402148,0.0,0.33429513602638083,0.28326089863867615,sadness,0.7428571428571429
23012,dillard & clark,the radio song,1968,country,memphis think sign drivin tomorrow lose worry mind reach colorado look long see begin night walkin facin room floor long go need wise write want lose mind listen radio music song playin go thousand yesterday hasn long fate lay listen radio music song playin go thousand yesterday hasn long fate lay memphis think sign drivin tomorrow lose worry mind reach colorado look long see begin,65,9.398496409933335E-4,9.39849673246428E-4,0.31769155858434106,0.20286941197206265,9.398497073653098E-4,0.02485870925087796,9.398496376384563E-4,9.398496950558396E-4,9.398497114730416E-4,0.24634105235228748,0.17710628475112694,9.398496754343718E-4,9.398496363903639E-4,9.398496773748078E-4,9.398496639560746E-4,9.398497127918757E-4,0.39456298061301853,0.5254980386124144,0.07881433615897206,1.3157894736842106E-6,0.6795136026380872,0.3703507056476638,world/life,0.7428571428571429
23014,quicksilver messenger service,it's been too long,1968,country,stay awhile stay long stay awhile stay long long lover sure think cause recall letter read long lover even drive wheel come rest time even drive wheel yeah come rest time long lover whoa whoa whoa whoa whoa whoa yeah whoa whoa whoa whoa whoa whoa yeah long lover long,50,0.0010964913687925416,0.0010964912717121287,0.0010964912900804636,0.3130592771381221,0.32489029430427196,0.0010964912412862067,0.09602328431497835,0.001096491302719168,0.0010964912567131193,0.06727861842539744,0.18339764811964876,0.0010964912710411318,0.0010964912408204773,0.0010964912397151048,0.0010964912498351213,0.0010964912517567032,0.5797682226795191,0.5798784708868547,0.6917667588019668,0.024493927125506073,0.7588623248145094,0.49447870644208297,night/time,0.7428571428571429
23021,jim reeves,missing you,1968,country,miss help wish arm tonight make kiss want right apart spend time write line write say miss help wish arm tonight make spend time write line write say miss help wish arm tonight make,34,0.0015037594160697402,0.0015037594278239422,0.0015037594470505243,0.3003796038128918,0.001503759413597035,0.1131977582356186,0.1546329560332681,0.0015037595408202724,0.001503759425399051,0.1564808058053711,0.001503759494671194,0.001503759403526385,0.0015037593997659694,0.04706975083161902,0.1011133194863653,0.08048624521988951,0.21802231127477528,0.6185421634233264,0.5592365052575355,5.364372469635628E-5,0.29101401483924155,0.22019586597699545,night/time,0.7428571428571429
23022,taj mahal,ain't that a lot of love,1968,country,gotta baby know desert couldn hold heart spread know cover hearts hold cook kitchen dress tight wouldn need word fine look love desire hearts hold baby smile rare kiss good nice love baby baby hearts hold be know sweet pack comb bird hear sweet voice pack song yeah hearts hold hearts hold baby kindness baby kindness woman kindness tell kindness baby love woman love baby love baby kindness woman kindness woman kindness somebody somebody tell somebody somebody tell somebody somebody somebody somebody tell somebody somebody somebody somebody somebody somebody tell love know desert couldn hold heart spread know cover hearts hold hearts hold hearts hold hearts hold,107,0.1232268683216658,5.599104415664549E-4,5.599104254192689E-4,5.599104232082449E-4,0.017171113657877737,5.59910426786314E-4,0.3942310856095243,0.10034250921351635,5.599104406833644E-4,0.045495765754245444,5.599104520016475E-4,0.034055170672374166,5.599104336484141E-4,0.04365516318086583,0.0635315053940162,0.1637573839540689,0.559189862449908,0.6426428736251057,0.23393497383029502,9.44331983805668E-5,0.5630667765869743,0.4334157383093445,romantic,0.7428571428571429
23026,dolly parton,love and learn,1968,country,learn lose tear eye burn turn wrong kind look like learn learn hurt yearn return hurt time right learn learn hurt yearn return hurt time right learn learn,28,0.001949317746787262,0.0019493177778907129,0.3449816989817404,0.16047437938681292,0.001949317748522579,0.0019493177433248267,0.0019493177547546523,0.0019493178378883378,0.0019493177670476243,0.0019493177532403643,0.0019493177746976217,0.09020251388295339,0.0019493177596720307,0.07352237984201448,0.30352857917487125,0.0019493177590370271,0.58518358063468,0.6666410276132604,0.4417665077976986,0.0,0.5434872217642209,0.31829702789516545,world/life,0.7428571428571429
23028,tammy wynette,don't make me go to school,1968,country,little girl say school room break heart arithmetic remind apart subtraction start break cause leave home divide school school test ashamed children teardrops desk imagine feel hear child school fifth grade blue hard lessons blackboard tear turn paper miss dickens star absent like daddy home fail face class know daddy go school,52,0.0013850415733865915,0.001385041595595572,0.0013850415855107493,0.0013850415629803403,0.001385041561024624,0.11291778510681472,0.001385041562559724,0.001385041639605625,0.0013850416288671296,0.08909377589518869,0.2798670992962293,0.0013850416719739128,0.04829718962153935,0.06767895925429855,0.32611775779351454,0.05940693396407105,0.5895158669988086,0.6553085660077429,0.8744978659617129,1.0222672064777329E-4,0.35490519373454243,0.34031973771353013,sadness,0.7428571428571429
23032,traffic,vagabond virgin,1968,country,tell want look think shape twist mind escape ashamed game ashamed game learn play bear like terrible mess know dress want scream till somebody say money lie fill head barely thirteen child villages fresh scene,35,0.0018796992943615966,0.3032271986323032,0.0018796993987029492,0.0018796993419967457,0.0018796992531023018,0.0018796992719515055,0.001879699316498685,0.19861795732982712,0.1950695781713282,0.001879699327234138,0.0018796993569220606,0.0018796993060073456,0.06649808180967108,0.06971721510924199,0.0018796993296775974,0.038048991189140874,0.6274233726849344,0.550496115683409,0.29015992987944766,0.005587044534412956,0.9649629018961252,0.4774611579460739,violence,0.7428571428571429
